Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
BungeeCord1,net.md_5.bungee.api.chat.hover.content,Content,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: TranslatableComponent; TranslationProvider; BaseComponent; HoverEvent; Content; TextComponent; ComponentBuilder; ComponentSerializer; SelectorComponent
BungeeCord1,net.md_5.bungee.api.chat.hover.content,EntitySerializer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.api.chat.hover.content,ItemSerializer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.api.chat.hover.content,TextSerializer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.chat,ComponentSerializer,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: gson; serializedComponents
BungeeCord1,net.md_5.bungee.chat,ComponentSerializer,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: TranslatableComponent; TranslationProvider; BaseComponent; HoverEvent; Content; TextComponent; ComponentBuilder; ComponentSerializer; SelectorComponent
BungeeCord1,net.md_5.bungee.chat,KeybindComponentSerializer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.chat,KeybindComponentSerializer,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): BaseComponentSerializer
BungeeCord1,net.md_5.bungee.chat,ScoreComponentSerializer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.chat,ScoreComponentSerializer,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): BaseComponentSerializer
BungeeCord1,net.md_5.bungee.chat,SelectorComponentSerializer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.chat,SelectorComponentSerializer,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): BaseComponentSerializer
BungeeCord1,net.md_5.bungee.chat,TextComponentSerializer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.chat,TextComponentSerializer,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): BaseComponentSerializer
BungeeCord1,net.md_5.bungee.chat,TranslatableComponentSerializer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.chat,TranslatableComponentSerializer,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): BaseComponentSerializer
BungeeCord1,net.md_5.bungee.chat,TranslationRegistry,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: INSTANCE; providers; bundle; translations
BungeeCord1,net.md_5.bungee.chat,TranslationRegistry.TranslationProvider,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.chat,TranslationRegistry.ResourceBundleProvider,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: bundle
BungeeCord1,net.md_5.bungee.chat,TranslationRegistry.ResourceBundleProvider,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.chat,TranslationRegistry.JsonProvider,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: translations
BungeeCord1,net.md_5.bungee.chat,TranslationRegistry.JsonProvider,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.config,Configuration,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 38 public methods
BungeeCord1,net.md_5.bungee.config,CompoundConfigurationTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.event,EventPriority,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: LOWEST; LOW; NORMAL; HIGH; HIGHEST
BungeeCord1,net.md_5.bungee.event,EventPriority,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: LOWEST; LOW; NORMAL; HIGH; HIGHEST
BungeeCord1,net.md_5.bungee.event,EventPriority,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: LOWEST; LOW; NORMAL; HIGH; HIGHEST
BungeeCord1,net.md_5.bungee.event,EventBusTest.FirstEvent,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
BungeeCord1,net.md_5.bungee.event,EventBusTest.FirstEvent,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.event,EventBusTest.SecondEvent,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
BungeeCord1,net.md_5.bungee.event,EventBusTest.SecondEvent,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.event,EventPriorityTest.PriorityTestEvent,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
BungeeCord1,net.md_5.bungee.event,EventPriorityTest.PriorityTestEvent,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.event,EventPriorityTest.EventPriorityListenerPartner,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
BungeeCord1,net.md_5.bungee.event,EventPriorityTest.EventPriorityListenerPartner,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.event,UnregisteringListenerTest,Feature Envy,The tool detected a instance of this smell because testPriority is more interested in members of the type: EventBus
BungeeCord1,net.md_5.bungee.event,UnregisteringListenerTest.TestEvent,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
BungeeCord1,net.md_5.bungee.event,UnregisteringListenerTest.TestEvent,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.log,BungeeLogger,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: BungeeLogger; LogDispatcher
BungeeCord1,net.md_5.bungee.log,ColouredWriter.ReplacementSpecification,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: pattern; replacement
BungeeCord1,net.md_5.bungee.log,ColouredWriter.ReplacementSpecification,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.log,ConciseFormatter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.log,LoggingForwardHandler,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.log,LoggingOutputStream,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.module.cmd.alert,CommandAlert,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.module.cmd.alert,CommandAlertRaw,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.module.cmd.alert,PluginAlert,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.module.cmd.find,CommandFind,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.module.cmd.find,PluginFind,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.module.cmd.kick,CommandKick,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.module.cmd.kick,PluginKick,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.module.cmd.list,CommandList,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.module.cmd.list,PluginList,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.module.cmd.send,CommandSend,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.module.cmd.send,CommandSend.SendCallback,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.module.cmd.send,CommandSend.SendCallback,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: results; sender; count; callback; player; target
BungeeCord1,net.md_5.bungee.module.cmd.send,CommandSend.Entry,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: callback; player; target
BungeeCord1,net.md_5.bungee.module.cmd.send,CommandSend.Entry,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.module.cmd.send,PluginSend,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.module.cmd.server,CommandServer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.module.cmd.server,PluginServer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.module.reconnect.yaml,PluginYaml,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.module.reconnect.yaml,YamlReconnectHandler,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.module.reconnect.yaml,YamlReconnectHandler,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AbstractReconnectHandler
BungeeCord1,net.md_5.bungee.jni.cipher,JavaCipher.EmptyByteThreadLocal,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
BungeeCord1,net.md_5.bungee.jni.cipher,JavaCipher.EmptyByteThreadLocal,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.jni.zlib,JavaZlib,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.jni.zlib,NativeZlib,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.protocol,AbstractPacketHandler,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: SeenMessages; DefinedPacket; AbstractPacketHandler; LegacyPing; TabCompleteResponse; PingPacket; StatusRequest; StatusResponse; Handshake; KeepAlive; Login; Chat; ClientChat; ChatChain; SystemChat; ClientCommand; UnsignedClientCommand; Respawn; LoginRequest; ClientSettings; ClientStatus; PlayerListItem; PlayerListItemRemove; PlayerListItemUpdate; PlayerListHeaderFooter; TabCompleteRequest; ScoreboardObjective; ScoreboardScore; ScoreboardScoreReset; EncryptionRequest; ScoreboardDisplay; Team; Title; Subtitle; TitleTimes; ClearTitles; PluginMessage; Kick; EncryptionResponse; LoginSuccess; LegacyHandshake; SetCompression; BossBar; LoginPayloadRequest; LoginPayloadResponse; EntityStatus; Commands; ViewDistance; GameState; ServerData; LoginAcknowledged; StartConfiguration; FinishConfiguration; Transfer; StoreCookie; CookieRequest; CookieResponse; DisconnectReportDetails; ServerLinks
BungeeCord1,net.md_5.bungee.protocol,AbstractPacketHandler,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 55 public methods
BungeeCord1,net.md_5.bungee.protocol,AbstractPacketHandler,Hub-like Modularization,The tool detected the smell in this class because this class has high number of incoming as well as outgoing dependencies. Incoming dependecies: ChatChain; DefinedPacket; SeenMessages; BossBar; Chat; ClearTitles; ClientChat; ClientCommand; ClientSettings; ClientStatus; Commands; CookieRequest; CookieResponse; DisconnectReportDetails; EncryptionRequest; EncryptionResponse; EntityStatus; FinishConfiguration; GameState; Handshake; KeepAlive; Kick; LegacyHandshake; LegacyPing; Login; LoginAcknowledged; LoginPayloadRequest; LoginPayloadResponse; LoginRequest; LoginSuccess; PingPacket; PlayerListHeaderFooter; PlayerListItem; PlayerListItemRemove; PlayerListItemUpdate; PluginMessage; Respawn; ScoreboardDisplay; ScoreboardObjective; ScoreboardScore; ScoreboardScoreReset; ServerData; ServerLinks; SetCompression; StartConfiguration; StatusRequest; StatusResponse; StoreCookie; Subtitle; SystemChat; TabCompleteRequest; TabCompleteResponse; Team; Title; TitleTimes; Transfer; UnsignedClientCommand; ViewDistance. Outgoing dependencies: LegacyPing; TabCompleteResponse; PingPacket; StatusRequest; StatusResponse; Handshake; KeepAlive; Login; Chat; ClientChat; SystemChat; ClientCommand; UnsignedClientCommand; Respawn; LoginRequest; ClientSettings; ClientStatus; PlayerListItem; PlayerListItemRemove; PlayerListItemUpdate; PlayerListHeaderFooter; TabCompleteRequest; ScoreboardObjective; ScoreboardScore; ScoreboardScoreReset; EncryptionRequest; ScoreboardDisplay; Team; Title; Subtitle; TitleTimes; ClearTitles; PluginMessage; Kick; EncryptionResponse; LoginSuccess; LegacyHandshake; SetCompression; BossBar; LoginPayloadRequest; LoginPayloadResponse; EntityStatus; Commands; ViewDistance; GameState; ServerData; LoginAcknowledged; StartConfiguration; FinishConfiguration; Transfer; StoreCookie; CookieRequest; CookieResponse; DisconnectReportDetails; ServerLinks
BungeeCord1,net.md_5.bungee.protocol,BadPacketException,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.protocol,ChatChain.ChainLink,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: sender; signature
BungeeCord1,net.md_5.bungee.protocol,ChatChain.ChainLink,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.protocol,DefinedPacket,Wide Hierarchy,The tool detected the smell in this class because the number of children for the class is large. This class has following sub-classes: ChatChain; SeenMessages; BossBar; Chat; ClearTitles; ClientChat; ClientCommand; ClientSettings; ClientStatus; Commands; CookieRequest; CookieResponse; DisconnectReportDetails; EncryptionRequest; EncryptionResponse; EntityStatus; FinishConfiguration; GameState; Handshake; KeepAlive; Kick; LegacyHandshake; LegacyPing; Login; LoginAcknowledged; LoginPayloadRequest; LoginPayloadResponse; LoginRequest; LoginSuccess; PingPacket; PlayerListHeaderFooter; PlayerListItem; PlayerListItemRemove; PlayerListItemUpdate; PluginMessage; Respawn; ScoreboardDisplay; ScoreboardObjective; ScoreboardScore; ScoreboardScoreReset; ServerData; ServerLinks; SetCompression; StartConfiguration; StatusRequest; StatusResponse; StoreCookie; Subtitle; SystemChat; TabCompleteRequest; TabCompleteResponse; Team; Title; TitleTimes; Transfer; UnsignedClientCommand; ViewDistance
BungeeCord1,net.md_5.bungee.protocol,DefinedPacket,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 50 public methods
BungeeCord1,net.md_5.bungee.protocol,LegacyDecoder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.protocol,Location,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: dimension; pos
BungeeCord1,net.md_5.bungee.protocol,NumberFormat,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: type; value
BungeeCord1,net.md_5.bungee.protocol,NumberFormat.Type,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
BungeeCord1,net.md_5.bungee.protocol,NumberFormat.Type,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.protocol,OverflowPacketException,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.protocol,PacketWrapper,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: packet; buf; protocol; released
BungeeCord1,net.md_5.bungee.protocol,PlayerPublicKey,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: expiry; key; signature
BungeeCord1,net.md_5.bungee.protocol,Protocol,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: MAX_PACKET_ID; TO_SERVER; TO_CLIENT; protocolVersion; packetMap; packetConstructors; protocolVersion; packetID; protocols; protocolPhase; direction
BungeeCord1,net.md_5.bungee.protocol,Protocol,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: MAX_PACKET_ID; TO_SERVER; TO_CLIENT; protocolVersion; packetMap; packetConstructors; protocolVersion; packetID; protocols; protocolPhase; direction
BungeeCord1,net.md_5.bungee.protocol,Protocol.ProtocolData,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: protocolVersion; packetMap; packetConstructors
BungeeCord1,net.md_5.bungee.protocol,Protocol.ProtocolData,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.protocol,Protocol.ProtocolMapping,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: protocolVersion; packetID
BungeeCord1,net.md_5.bungee.protocol,Protocol.ProtocolMapping,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.protocol,Protocol.DirectionData,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: protocols; protocolPhase; direction
BungeeCord1,net.md_5.bungee.protocol,Protocol.DirectionData,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.protocol,ProtocolConstants,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: SNAPSHOT_SUPPORT; MINECRAFT_1_8; MINECRAFT_1_9; MINECRAFT_1_9_1; MINECRAFT_1_9_2; MINECRAFT_1_9_4; MINECRAFT_1_10; MINECRAFT_1_11; MINECRAFT_1_11_1; MINECRAFT_1_12; MINECRAFT_1_12_1; MINECRAFT_1_12_2; MINECRAFT_1_13; MINECRAFT_1_13_1; MINECRAFT_1_13_2; MINECRAFT_1_14; MINECRAFT_1_14_1; MINECRAFT_1_14_2; MINECRAFT_1_14_3; MINECRAFT_1_14_4; MINECRAFT_1_15; MINECRAFT_1_15_1; MINECRAFT_1_15_2; MINECRAFT_1_16; MINECRAFT_1_16_1; MINECRAFT_1_16_2; MINECRAFT_1_16_3; MINECRAFT_1_16_4; MINECRAFT_1_17; MINECRAFT_1_17_1; MINECRAFT_1_18; MINECRAFT_1_18_2; MINECRAFT_1_19; MINECRAFT_1_19_1; MINECRAFT_1_19_3; MINECRAFT_1_19_4; MINECRAFT_1_20; MINECRAFT_1_20_2; MINECRAFT_1_20_3; MINECRAFT_1_20_5; MINECRAFT_1_21; SUPPORTED_VERSIONS; SUPPORTED_VERSION_IDS
BungeeCord1,net.md_5.bungee.protocol,ProtocolConstants,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: SNAPSHOT_SUPPORT; MINECRAFT_1_8; MINECRAFT_1_9; MINECRAFT_1_9_1; MINECRAFT_1_9_2; MINECRAFT_1_9_4; MINECRAFT_1_10; MINECRAFT_1_11; MINECRAFT_1_11_1; MINECRAFT_1_12; MINECRAFT_1_12_1; MINECRAFT_1_12_2; MINECRAFT_1_13; MINECRAFT_1_13_1; MINECRAFT_1_13_2; MINECRAFT_1_14; MINECRAFT_1_14_1; MINECRAFT_1_14_2; MINECRAFT_1_14_3; MINECRAFT_1_14_4; MINECRAFT_1_15; MINECRAFT_1_15_1; MINECRAFT_1_15_2; MINECRAFT_1_16; MINECRAFT_1_16_1; MINECRAFT_1_16_2; MINECRAFT_1_16_3; MINECRAFT_1_16_4; MINECRAFT_1_17; MINECRAFT_1_17_1; MINECRAFT_1_18; MINECRAFT_1_18_2; MINECRAFT_1_19; MINECRAFT_1_19_1; MINECRAFT_1_19_3; MINECRAFT_1_19_4; MINECRAFT_1_20; MINECRAFT_1_20_2; MINECRAFT_1_20_3; MINECRAFT_1_20_5; MINECRAFT_1_21; SUPPORTED_VERSIONS; SUPPORTED_VERSION_IDS
BungeeCord1,net.md_5.bungee.protocol,ProtocolConstants.Direction,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
BungeeCord1,net.md_5.bungee.protocol,ProtocolConstants.Direction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.protocol,Varint21FrameDecoder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.protocol.packet,BossBar,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: SeenMessages; DefinedPacket; AbstractPacketHandler; LegacyPing; TabCompleteResponse; PingPacket; StatusRequest; StatusResponse; Handshake; KeepAlive; Login; Chat; ClientChat; ChatChain; SystemChat; ClientCommand; UnsignedClientCommand; Respawn; LoginRequest; ClientSettings; ClientStatus; PlayerListItem; PlayerListItemRemove; PlayerListItemUpdate; PlayerListHeaderFooter; TabCompleteRequest; ScoreboardObjective; ScoreboardScore; ScoreboardScoreReset; EncryptionRequest; ScoreboardDisplay; Team; Title; Subtitle; TitleTimes; ClearTitles; PluginMessage; Kick; EncryptionResponse; LoginSuccess; LegacyHandshake; SetCompression; BossBar; LoginPayloadRequest; LoginPayloadResponse; EntityStatus; Commands; ViewDistance; GameState; ServerData; LoginAcknowledged; StartConfiguration; FinishConfiguration; Transfer; StoreCookie; CookieRequest; CookieResponse; DisconnectReportDetails; ServerLinks
BungeeCord1,net.md_5.bungee.protocol.packet,Commands,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: FLAG_TYPE; FLAG_EXECUTABLE; FLAG_REDIRECT; FLAG_SUGGESTIONS; NODE_ROOT; NODE_LITERAL; NODE_ARGUMENT; root; argumentBuilder; flags; redirectNode; children; command; PROVIDERS; IDS_1_19; IDS_1_19_3; IDS_1_19_4; IDS_1_20_3; IDS_1_20_5; PROPER_PROVIDERS; VOID; BOOLEAN; BYTE; FLOAT_RANGE; DOUBLE_RANGE; INTEGER_RANGE; INTEGER; LONG_RANGE; STRING; RAW_STRING; key; serializer; value; ASK_SERVER; PROVIDERS; key
BungeeCord1,net.md_5.bungee.protocol.packet,Commands,Rebellious Hierarchy,The tool detected the smell in this class because method(s) of this class reject the methods provided by its supertypes. The method(s) that reject the suptertype's method are: read
