Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
BungeeCord1,net.md_5.bungee.protocol.packet,Commands.NetworkNode,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: argumentBuilder; flags; redirectNode; children; command
BungeeCord1,net.md_5.bungee.protocol.packet,Commands.NetworkNode,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.protocol.packet,Commands.NetworkNode,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: argumentBuilder; flags; redirectNode; children; command
BungeeCord1,net.md_5.bungee.protocol.packet,Commands.ArgumentRegistry,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.protocol.packet,Commands.ArgumentRegistry,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: PROVIDERS; IDS_1_19; IDS_1_19_3; IDS_1_19_4; IDS_1_20_3; IDS_1_20_5; PROPER_PROVIDERS; VOID; BOOLEAN; BYTE; FLOAT_RANGE; DOUBLE_RANGE; INTEGER_RANGE; INTEGER; LONG_RANGE; STRING; RAW_STRING; key; serializer; value
BungeeCord1,net.md_5.bungee.protocol.packet,Commands.DummyType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: key; serializer; value
BungeeCord1,net.md_5.bungee.protocol.packet,Commands.DummyType,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.protocol.packet,Commands.ArgumentSerializer,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
BungeeCord1,net.md_5.bungee.protocol.packet,Commands.ArgumentSerializer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.protocol.packet,Commands.ProperArgumentSerializer,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
BungeeCord1,net.md_5.bungee.protocol.packet,Commands.ProperArgumentSerializer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.protocol.packet,Commands.SuggestionRegistry,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: ASK_SERVER; PROVIDERS; key
BungeeCord1,net.md_5.bungee.protocol.packet,Commands.SuggestionRegistry,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.protocol.packet,Commands.SuggestionRegistry,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ASK_SERVER; PROVIDERS; key
BungeeCord1,net.md_5.bungee.protocol.packet,Commands.DummyProvider,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: key
BungeeCord1,net.md_5.bungee.protocol.packet,Commands.DummyProvider,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.protocol.packet,EncryptionResponse.EncryptionData,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: salt; signature
BungeeCord1,net.md_5.bungee.protocol.packet,EncryptionResponse.EncryptionData,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.protocol.packet,EntityStatus,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DEBUG_INFO_REDUCED; DEBUG_INFO_NORMAL; entityId; status
BungeeCord1,net.md_5.bungee.protocol.packet,GameState,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: IMMEDIATE_RESPAWN; state; value
BungeeCord1,net.md_5.bungee.protocol.packet,PlayerListItem.Action,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
BungeeCord1,net.md_5.bungee.protocol.packet,PlayerListItem.Action,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.protocol.packet,PlayerListItem.Item,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.protocol.packet,PlayerListItem.Item,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: uuid; username; properties; chatSessionId; publicKey; listed; gamemode; ping; displayName
BungeeCord1,net.md_5.bungee.protocol.packet,PlayerListItemUpdate.Action,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
BungeeCord1,net.md_5.bungee.protocol.packet,PlayerListItemUpdate.Action,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.protocol.packet,PluginMessage,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: MODERNISE; tag; data; allowExtendedPacket
BungeeCord1,net.md_5.bungee.protocol.packet,ScoreboardObjective.HealthDisplay,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
BungeeCord1,net.md_5.bungee.protocol.packet,ScoreboardObjective.HealthDisplay,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.protocol.packet,ServerLinks.LinkType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
BungeeCord1,net.md_5.bungee.protocol.packet,ServerLinks.LinkType,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.protocol.packet,ServerLinks.Link,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: type; url
BungeeCord1,net.md_5.bungee.protocol.packet,ServerLinks.Link,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.protocol.packet,TabCompleteResponse.ComponentMessage,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: component
BungeeCord1,net.md_5.bungee.protocol.packet,TabCompleteResponse.ComponentMessage,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.protocol.packet,Title.Action,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
BungeeCord1,net.md_5.bungee.protocol.packet,Title.Action,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.compress,CompressFactory,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: zlib
BungeeCord1,net.md_5.bungee.compress,CompressFactory,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: zlib
BungeeCord1,net.md_5.bungee.conf,YamlConfig,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.conf,YamlConfig.DefaultTabList,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
BungeeCord1,net.md_5.bungee.conf,YamlConfig.DefaultTabList,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.connection,CancelSendSignal,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: INSTANCE
BungeeCord1,net.md_5.bungee.connection,DownstreamBridge,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.connection,DownstreamBridge,Rebellious Hierarchy,The tool detected the smell in this class because method(s) of this class reject the methods provided by its supertypes. The method(s) that reject the suptertype's method are: handle
BungeeCord1,net.md_5.bungee.connection,DownstreamBridge,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 25 public methods
BungeeCord1,net.md_5.bungee.connection,InitialHandler,Feature Envy,The tool detected a instance of this smell because getPingInfo is more interested in members of the type: BungeeCord
BungeeCord1,net.md_5.bungee.connection,InitialHandler,Rebellious Hierarchy,The tool detected the smell in this class because method(s) of this class reject the methods provided by its supertypes. The method(s) that reject the suptertype's method are: handle
BungeeCord1,net.md_5.bungee.connection,InitialHandler,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: BungeeCord; PipelineUtils; HandlerBoss; ChannelWrapper; PacketHandler; UserConnection; InitialHandler; HttpClient; ServerConnection; BungeeServerInfo; TabList; EntityMap; EntityMap_1_8; EntityMap_1_9; EntityMap_1_9_4; EntityMap_1_10; EntityMap_1_11; EntityMap_1_12; EntityMap_1_12_1; EntityMap_1_13; EntityMap_1_14; EntityMap_1_15; EntityMap_1_16; EntityMap_1_16_2; ForgeClientHandler; ForgeClientHandshakeState; ForgeLogger; ForgeServerHandler; Bootstrap; BungeeCordLauncher; Metrics
BungeeCord1,net.md_5.bungee.connection,InitialHandler,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 39 public methods
BungeeCord1,net.md_5.bungee.connection,InitialHandler.CookieFuture,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: cookie; future
BungeeCord1,net.md_5.bungee.connection,InitialHandler.CookieFuture,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.connection,InitialHandler.State,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
BungeeCord1,net.md_5.bungee.connection,InitialHandler.State,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.connection,LoginResult,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: id; name; properties
BungeeCord1,net.md_5.bungee.connection,PingHandler,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.connection,UpstreamBridge,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.connection,UpstreamBridge,Unexploited Encapsulation,The tool detected the smell because a set of type checks are performed while those types belong to the same hierarchy. The participating types that were checked are: PluginMessage; CookieResponse in method shouldHandle
BungeeCord1,net.md_5.bungee.connection,UpstreamBridge,Missing Hierarchy,The tool detected the smell because a set of type checks are performed to explicitly manage variation in behavior where a hierarchy could have been formed consisting of these participating types. The participating types that were checked are: PluginMessage; CookieResponse in method shouldHandle
BungeeCord1,net.md_5.bungee.entitymap,EntityMap,Cyclic Hierarchy,The tool detected the smell in this class because the class depends on one of its subclasses (creating cycle in the hierarchy). The class is dependent on the following subclass: EntityMap_1_10
BungeeCord1,net.md_5.bungee.entitymap,EntityMap,Wide Hierarchy,The tool detected the smell in this class because the number of children for the class is large. This class has following sub-classes: EntityMap_1_10; EntityMap_1_11; EntityMap_1_12; EntityMap_1_12_1; EntityMap_1_13; EntityMap_1_14; EntityMap_1_15; EntityMap_1_16; EntityMap_1_16_2; EntityMap_1_8; EntityMap_1_9; EntityMap_1_9_4
BungeeCord1,net.md_5.bungee.entitymap,EntityMap,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: BungeeCord; PipelineUtils; HandlerBoss; ChannelWrapper; PacketHandler; UserConnection; InitialHandler; HttpClient; ServerConnection; BungeeServerInfo; TabList; EntityMap; EntityMap_1_8; EntityMap_1_9; EntityMap_1_9_4; EntityMap_1_10; EntityMap_1_11; EntityMap_1_12; EntityMap_1_12_1; EntityMap_1_13; EntityMap_1_14; EntityMap_1_15; EntityMap_1_16; EntityMap_1_16_2; ForgeClientHandler; ForgeClientHandshakeState; ForgeLogger; ForgeServerHandler; Bootstrap; BungeeCordLauncher; Metrics
BungeeCord1,net.md_5.bungee.entitymap,EntityMap,Insufficient Modularization,The tool detected the smell in this class because the class is highly complex. The sum of cyclomatic complexity of all methods of this class (i.e. WMC) is: 101
BungeeCord1,net.md_5.bungee.forge,ForgeClientHandler,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: BungeeCord; PipelineUtils; HandlerBoss; ChannelWrapper; PacketHandler; UserConnection; InitialHandler; HttpClient; ServerConnection; BungeeServerInfo; TabList; EntityMap; EntityMap_1_8; EntityMap_1_9; EntityMap_1_9_4; EntityMap_1_10; EntityMap_1_11; EntityMap_1_12; EntityMap_1_12_1; EntityMap_1_13; EntityMap_1_14; EntityMap_1_15; EntityMap_1_16; EntityMap_1_16_2; ForgeClientHandler; ForgeClientHandshakeState; ForgeLogger; ForgeServerHandler; Bootstrap; BungeeCordLauncher; Metrics
BungeeCord1,net.md_5.bungee.forge,ForgeClientHandshakeState,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
BungeeCord1,net.md_5.bungee.forge,ForgeConstants,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: FORGE_REGISTER; FML_TAG; FML_HANDSHAKE_TAG; FML_REGISTER; FML_HANDSHAKE_TOKEN; FML_RESET_HANDSHAKE; FML_ACK; FML_START_CLIENT_HANDSHAKE; FML_START_SERVER_HANDSHAKE; FML_EMPTY_MOD_LIST; FML_MIN_BUILD_VERSION; FML_HANDSHAKE_VERSION_REGEX
BungeeCord1,net.md_5.bungee.forge,ForgeConstants,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: FORGE_REGISTER; FML_TAG; FML_HANDSHAKE_TAG; FML_REGISTER; FML_HANDSHAKE_TOKEN; FML_RESET_HANDSHAKE; FML_ACK; FML_START_CLIENT_HANDSHAKE; FML_START_SERVER_HANDSHAKE; FML_EMPTY_MOD_LIST; FML_MIN_BUILD_VERSION; FML_HANDSHAKE_VERSION_REGEX
BungeeCord1,net.md_5.bungee.forge,ForgeLogger.LogDirection,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
BungeeCord1,net.md_5.bungee.forge,ForgeLogger.LogDirection,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.forge,ForgeServerHandshakeState,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
BungeeCord1,net.md_5.bungee.http,HttpClient,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: TIMEOUT; addressCache
BungeeCord1,net.md_5.bungee.http,HttpClient,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: BungeeCord; PipelineUtils; HandlerBoss; ChannelWrapper; PacketHandler; UserConnection; InitialHandler; HttpClient; ServerConnection; BungeeServerInfo; TabList; EntityMap; EntityMap_1_8; EntityMap_1_9; EntityMap_1_9_4; EntityMap_1_10; EntityMap_1_11; EntityMap_1_12; EntityMap_1_12_1; EntityMap_1_13; EntityMap_1_14; EntityMap_1_15; EntityMap_1_16; EntityMap_1_16_2; ForgeClientHandler; ForgeClientHandshakeState; ForgeLogger; ForgeServerHandler; Bootstrap; BungeeCordLauncher; Metrics
BungeeCord1,net.md_5.bungee.http,HttpHandler,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.http,HttpInitializer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.module,JenkinsModuleSource,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.module,ModuleSource,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: ModuleSource; ModuleSpec
BungeeCord1,net.md_5.bungee.module,ModuleSpec,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: name; file; provider
BungeeCord1,net.md_5.bungee.netty,ChannelWrapper,Missing Hierarchy,The tool detected the smell because a set of type checks are performed to explicitly manage variation in behavior where a hierarchy could have been formed consisting of these participating types. The participating types that were checked are: PacketWrapper; DefinedPacket in method write
BungeeCord1,net.md_5.bungee.netty,ChannelWrapper,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: BungeeCord; PipelineUtils; HandlerBoss; ChannelWrapper; PacketHandler; UserConnection; InitialHandler; HttpClient; ServerConnection; BungeeServerInfo; TabList; EntityMap; EntityMap_1_8; EntityMap_1_9; EntityMap_1_9_4; EntityMap_1_10; EntityMap_1_11; EntityMap_1_12; EntityMap_1_12_1; EntityMap_1_13; EntityMap_1_14; EntityMap_1_15; EntityMap_1_16; EntityMap_1_16_2; ForgeClientHandler; ForgeClientHandshakeState; ForgeLogger; ForgeServerHandler; Bootstrap; BungeeCordLauncher; Metrics
BungeeCord1,net.md_5.bungee.netty,HandlerBoss,Unexploited Encapsulation,The tool detected the smell because a set of type checks are performed while those types belong to the same hierarchy. The participating types that were checked are: InitialHandler; PingHandler in method channelActive
BungeeCord1,net.md_5.bungee.netty,HandlerBoss,Missing Hierarchy,The tool detected the smell because a set of type checks are performed to explicitly manage variation in behavior where a hierarchy could have been formed consisting of these participating types. The participating types that were checked are: InitialHandler; PingHandler in method channelActive
BungeeCord1,net.md_5.bungee.netty,PipelineUtils,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: LISTENER; SERVER_CHILD; BASE; BASE_SERVERSIDE; legacyKicker; framePrepender; serverFramePrepender; TIMEOUT_HANDLER; PACKET_DECODER; PACKET_ENCODER; BOSS_HANDLER; ENCRYPT_HANDLER; DECRYPT_HANDLER; FRAME_DECODER; FRAME_PREPENDER; LEGACY_DECODER; LEGACY_KICKER; epoll; io_uring; LOW_MARK; HIGH_MARK; MARK; toServer
BungeeCord1,net.md_5.bungee.netty,PipelineUtils.Base,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: toServer
BungeeCord1,net.md_5.bungee.netty,PipelineUtils.Base,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.netty.cipher,CipherDecoder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.netty.cipher,CipherEncoder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.scheduler,BungeeScheduler,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: BungeeTask; BungeeScheduler
BungeeCord1,net.md_5.bungee.tab,TabList,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: BungeeCord; PipelineUtils; HandlerBoss; ChannelWrapper; PacketHandler; UserConnection; InitialHandler; HttpClient; ServerConnection; BungeeServerInfo; TabList; EntityMap; EntityMap_1_8; EntityMap_1_9; EntityMap_1_9_4; EntityMap_1_10; EntityMap_1_11; EntityMap_1_12; EntityMap_1_12_1; EntityMap_1_13; EntityMap_1_14; EntityMap_1_15; EntityMap_1_16; EntityMap_1_16_2; ForgeClientHandler; ForgeClientHandshakeState; ForgeLogger; ForgeServerHandler; Bootstrap; BungeeCordLauncher; Metrics
BungeeCord1,net.md_5.bungee.query,QueryHandler,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.query,QueryHandler.QuerySession,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: token; time
BungeeCord1,net.md_5.bungee.query,QueryHandler.QuerySession,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,net.md_5.bungee.query,RemoteQuery,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,org.slf4j.impl,JDK14LoggerAdapter,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 32 public methods
BungeeCord1,org.slf4j.impl,JDK14LoggerFactory,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: loggerMap; LOGGER
BungeeCord1,org.slf4j.impl,StaticLoggerBinder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,org.slf4j.impl,StaticLoggerBinder,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: SINGLETON; REQUESTED_API_VERSION; loggerFactoryClassStr; loggerFactory
BungeeCord1,org.slf4j.impl,StaticMarkerBinder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,org.slf4j.impl,StaticMarkerBinder,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: SINGLETON; markerFactory
BungeeCord1,org.slf4j.impl,StaticMDCBinder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
BungeeCord1,org.slf4j.impl,StaticMDCBinder,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: SINGLETON
