Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
BungeeCord1,net.md_5.bungee.api,AbstractReconnectHandler,getServer,11,3,1,11,0,net.md_5.bungee.api.connection.ProxiedPlayer,net.md_5.bungee.api.connection.ProxiedPlayer; net.md_5.bungee.api.config.ListenerInfo; net.md_5.bungee.api.connection.PendingConnection; net.md_5.bungee.api.AbstractReconnectHandler; net.md_5.bungee.api.ProxyServer
BungeeCord1,net.md_5.bungee.api,AbstractReconnectHandler,getForcedHost,7,2,1,29,0,net.md_5.bungee.api.config.ListenerInfo,net.md_5.bungee.api.config.ListenerInfo; net.md_5.bungee.api.connection.PendingConnection; net.md_5.bungee.api.ProxyServer
BungeeCord1,net.md_5.bungee.api,AbstractReconnectHandler,getStoredServer,0,1,1,40,0,,
BungeeCord1,net.md_5.bungee.api,Callback,done,0,1,2,12,0,,
BungeeCord1,net.md_5.bungee.api,CommandSender,getName,0,1,0,9,0,,
BungeeCord1,net.md_5.bungee.api,CommandSender,sendMessage,0,1,1,16,0,,
BungeeCord1,net.md_5.bungee.api,CommandSender,sendMessages,0,1,1,24,0,,
BungeeCord1,net.md_5.bungee.api,CommandSender,sendMessage,0,1,1,33,0,,
BungeeCord1,net.md_5.bungee.api,CommandSender,sendMessage,0,1,1,40,0,,
BungeeCord1,net.md_5.bungee.api,CommandSender,getGroups,0,1,0,47,0,,
BungeeCord1,net.md_5.bungee.api,CommandSender,addGroups,0,1,1,55,0,,
BungeeCord1,net.md_5.bungee.api,CommandSender,removeGroups,0,1,1,62,0,,
BungeeCord1,net.md_5.bungee.api,CommandSender,hasPermission,0,1,1,69,0,,
BungeeCord1,net.md_5.bungee.api,CommandSender,setPermission,0,1,2,77,0,,
BungeeCord1,net.md_5.bungee.api,CommandSender,getPermissions,0,1,0,85,0,,
BungeeCord1,net.md_5.bungee.api,Favicon,write,8,2,2,27,0,,
BungeeCord1,net.md_5.bungee.api,Favicon,read,9,2,1,39,0,,
BungeeCord1,net.md_5.bungee.api,Favicon,getFaviconTypeAdapter,3,1,0,54,0,,
BungeeCord1,net.md_5.bungee.api,Favicon,create,20,3,1,66,0,,
BungeeCord1,net.md_5.bungee.api,Favicon,create,3,1,1,109,0,,
BungeeCord1,net.md_5.bungee.api,ProxyConfig,getTimeout,0,1,0,17,0,,
BungeeCord1,net.md_5.bungee.api,ProxyConfig,getUuid,0,1,0,24,0,,
BungeeCord1,net.md_5.bungee.api,ProxyConfig,getListeners,0,1,0,31,0,,
BungeeCord1,net.md_5.bungee.api,ProxyConfig,getServers,0,1,0,38,0,,
BungeeCord1,net.md_5.bungee.api,ProxyConfig,isOnlineMode,0,1,0,45,0,,
BungeeCord1,net.md_5.bungee.api,ProxyConfig,isLogCommands,0,1,0,52,0,,
BungeeCord1,net.md_5.bungee.api,ProxyConfig,getRemotePingCache,0,1,0,59,0,,
BungeeCord1,net.md_5.bungee.api,ProxyConfig,getPlayerLimit,0,1,0,67,0,,
BungeeCord1,net.md_5.bungee.api,ProxyConfig,getDisabledCommands,0,1,0,74,0,,
BungeeCord1,net.md_5.bungee.api,ProxyConfig,getServerConnectTimeout,0,1,0,81,0,,
BungeeCord1,net.md_5.bungee.api,ProxyConfig,getRemotePingTimeout,0,1,0,89,0,,
BungeeCord1,net.md_5.bungee.api,ProxyConfig,getThrottle,0,1,0,97,0,,
BungeeCord1,net.md_5.bungee.api,ProxyConfig,isIpForward,0,1,0,105,0,,
BungeeCord1,net.md_5.bungee.api,ProxyConfig,getFavicon,0,1,0,113,0,,
BungeeCord1,net.md_5.bungee.api,ProxyConfig,getFaviconObject,0,1,0,122,0,,
BungeeCord1,net.md_5.bungee.api,ProxyServer,setInstance,5,1,1,26,0,,
BungeeCord1,net.md_5.bungee.api,ProxyServer,getName,0,1,0,39,0,,
BungeeCord1,net.md_5.bungee.api,ProxyServer,getVersion,0,1,0,46,0,,
BungeeCord1,net.md_5.bungee.api,ProxyServer,getTranslation,0,1,2,53,0,,
BungeeCord1,net.md_5.bungee.api,ProxyServer,getLogger,0,1,0,62,0,,
BungeeCord1,net.md_5.bungee.api,ProxyServer,getPlayers,0,1,0,70,0,,
BungeeCord1,net.md_5.bungee.api,ProxyServer,getPlayer,0,1,1,77,0,,
BungeeCord1,net.md_5.bungee.api,ProxyServer,getPlayer,0,1,1,85,0,,
BungeeCord1,net.md_5.bungee.api,ProxyServer,getServers,0,1,0,93,0,,
BungeeCord1,net.md_5.bungee.api,ProxyServer,getServerInfo,0,1,1,102,0,,
BungeeCord1,net.md_5.bungee.api,ProxyServer,getPluginManager,0,1,0,110,0,,
BungeeCord1,net.md_5.bungee.api,ProxyServer,getConfigurationAdapter,0,1,0,119,0,,
BungeeCord1,net.md_5.bungee.api,ProxyServer,setConfigurationAdapter,0,1,1,126,0,,
BungeeCord1,net.md_5.bungee.api,ProxyServer,getReconnectHandler,0,1,0,134,0,,
BungeeCord1,net.md_5.bungee.api,ProxyServer,setReconnectHandler,0,1,1,141,0,,
BungeeCord1,net.md_5.bungee.api,ProxyServer,stop,0,1,0,148,0,,
BungeeCord1,net.md_5.bungee.api,ProxyServer,stop,0,1,1,153,0,,
BungeeCord1,net.md_5.bungee.api,ProxyServer,registerChannel,0,1,1,160,0,,
BungeeCord1,net.md_5.bungee.api,ProxyServer,unregisterChannel,0,1,1,168,0,,
BungeeCord1,net.md_5.bungee.api,ProxyServer,getChannels,0,1,0,175,0,,
BungeeCord1,net.md_5.bungee.api,ProxyServer,getGameVersion,0,1,0,182,0,,
BungeeCord1,net.md_5.bungee.api,ProxyServer,getProtocolVersion,0,1,0,190,0,,
BungeeCord1,net.md_5.bungee.api,ProxyServer,constructServerInfo,0,1,4,198,0,,
BungeeCord1,net.md_5.bungee.api,ProxyServer,constructServerInfo,0,1,4,210,0,,
BungeeCord1,net.md_5.bungee.api,ProxyServer,getConsole,0,1,0,222,0,,
BungeeCord1,net.md_5.bungee.api,ProxyServer,getPluginsFolder,0,1,0,231,0,,
BungeeCord1,net.md_5.bungee.api,ProxyServer,getScheduler,0,1,0,238,0,,
BungeeCord1,net.md_5.bungee.api,ProxyServer,getOnlineCount,0,1,0,245,0,,
BungeeCord1,net.md_5.bungee.api,ProxyServer,broadcast,0,1,1,254,0,,
BungeeCord1,net.md_5.bungee.api,ProxyServer,broadcast,0,1,1,262,0,,
BungeeCord1,net.md_5.bungee.api,ProxyServer,broadcast,0,1,1,269,0,,
BungeeCord1,net.md_5.bungee.api,ProxyServer,getDisabledCommands,0,1,0,276,0,,
BungeeCord1,net.md_5.bungee.api,ProxyServer,getConfig,0,1,0,283,0,,
BungeeCord1,net.md_5.bungee.api,ProxyServer,matchPlayer,0,1,1,290,0,,
BungeeCord1,net.md_5.bungee.api,ProxyServer,createTitle,0,1,0,304,0,,
BungeeCord1,net.md_5.bungee.api,ReconnectHandler,getServer,0,1,1,9,0,,
BungeeCord1,net.md_5.bungee.api,ReconnectHandler,setServer,0,1,1,17,0,,
BungeeCord1,net.md_5.bungee.api,ReconnectHandler,save,0,1,0,25,0,,
BungeeCord1,net.md_5.bungee.api,ReconnectHandler,close,0,1,0,32,0,,
BungeeCord1,net.md_5.bungee.api,ServerPing,ServerPing,3,1,4,105,0,net.md_5.bungee.api.chat.TextComponent,net.md_5.bungee.api.chat.TextComponent
BungeeCord1,net.md_5.bungee.api,ServerPing,ServerPing,3,1,4,111,0,net.md_5.bungee.api.chat.TextComponent,net.md_5.bungee.api.chat.TextComponent
BungeeCord1,net.md_5.bungee.api,ServerPing,getFavicon,3,1,0,117,0,net.md_5.bungee.api.ServerPing,net.md_5.bungee.api.ServerPing
BungeeCord1,net.md_5.bungee.api,ServerPing,getFaviconObject,3,1,0,123,0,,
BungeeCord1,net.md_5.bungee.api,ServerPing,setFavicon,3,1,1,128,0,,
BungeeCord1,net.md_5.bungee.api,ServerPing,setFavicon,3,1,1,134,0,,
BungeeCord1,net.md_5.bungee.api,ServerPing,setDescription,3,1,1,139,0,net.md_5.bungee.api.chat.TextComponent,net.md_5.bungee.api.chat.TextComponent
BungeeCord1,net.md_5.bungee.api,ServerPing,getDescription,3,1,0,145,0,,
BungeeCord1,net.md_5.bungee.api,ServerPing,setDescriptionComponent,3,1,1,151,0,,
BungeeCord1,net.md_5.bungee.api,ServerPing,getDescriptionComponent,3,1,0,156,0,,
BungeeCord1,net.md_5.bungee.api,SkinConfiguration,hasCape,0,1,0,10,0,,
BungeeCord1,net.md_5.bungee.api,SkinConfiguration,hasJacket,0,1,0,12,0,,
BungeeCord1,net.md_5.bungee.api,SkinConfiguration,hasLeftSleeve,0,1,0,14,0,,
BungeeCord1,net.md_5.bungee.api,SkinConfiguration,hasRightSleeve,0,1,0,16,0,,
BungeeCord1,net.md_5.bungee.api,SkinConfiguration,hasLeftPants,0,1,0,18,0,,
BungeeCord1,net.md_5.bungee.api,SkinConfiguration,hasRightPants,0,1,0,20,0,,
BungeeCord1,net.md_5.bungee.api,SkinConfiguration,hasHat,0,1,0,22,0,,
BungeeCord1,net.md_5.bungee.api,Title,title,0,1,1,19,0,,
BungeeCord1,net.md_5.bungee.api,Title,title,0,1,1,27,0,,
BungeeCord1,net.md_5.bungee.api,Title,subTitle,0,1,1,35,0,,
BungeeCord1,net.md_5.bungee.api,Title,subTitle,0,1,1,43,0,,
BungeeCord1,net.md_5.bungee.api,Title,fadeIn,0,1,1,51,0,,
BungeeCord1,net.md_5.bungee.api,Title,stay,0,1,1,62,0,,
BungeeCord1,net.md_5.bungee.api,Title,fadeOut,0,1,1,73,0,,
BungeeCord1,net.md_5.bungee.api,Title,clear,0,1,0,82,0,,
BungeeCord1,net.md_5.bungee.api,Title,reset,0,1,0,90,0,,
BungeeCord1,net.md_5.bungee.api,Title,send,0,1,1,98,0,,
BungeeCord1,net.md_5.bungee.api,ServerConnectRequestTest,getName,3,1,0,17,0,,
BungeeCord1,net.md_5.bungee.api,ServerConnectRequestTest,getSocketAddress,3,1,0,23,0,,
BungeeCord1,net.md_5.bungee.api,ServerConnectRequestTest,getAddress,3,1,0,29,0,,
BungeeCord1,net.md_5.bungee.api,ServerConnectRequestTest,getPlayers,3,1,0,35,0,,
BungeeCord1,net.md_5.bungee.api,ServerConnectRequestTest,getMotd,3,1,0,41,0,,
BungeeCord1,net.md_5.bungee.api,ServerConnectRequestTest,isRestricted,3,1,0,47,0,,
BungeeCord1,net.md_5.bungee.api,ServerConnectRequestTest,getPermission,3,1,0,53,0,,
BungeeCord1,net.md_5.bungee.api,ServerConnectRequestTest,canAccess,3,1,1,59,0,,
BungeeCord1,net.md_5.bungee.api,ServerConnectRequestTest,sendData,2,1,2,65,0,,
BungeeCord1,net.md_5.bungee.api,ServerConnectRequestTest,sendData,3,1,3,70,0,,
BungeeCord1,net.md_5.bungee.api,ServerConnectRequestTest,ping,2,1,1,76,0,,
BungeeCord1,net.md_5.bungee.api,ServerConnectRequestTest,testNullTarget,3,1,0,82,1,,
BungeeCord1,net.md_5.bungee.api,ServerConnectRequestTest,testNullReason,3,1,0,88,1,,
BungeeCord1,net.md_5.bungee.api,ChatColor,ChatColor,3,1,2,141,0,,
BungeeCord1,net.md_5.bungee.api,ChatColor,ChatColor,8,1,3,146,0,,
BungeeCord1,net.md_5.bungee.api,ChatColor,ChatColor,6,1,3,160,0,,
BungeeCord1,net.md_5.bungee.api,ChatColor,hashCode,5,1,0,168,0,,
BungeeCord1,net.md_5.bungee.api,ChatColor,equals,10,3,1,176,0,,
BungeeCord1,net.md_5.bungee.api,ChatColor,toString,3,1,0,192,0,,
BungeeCord1,net.md_5.bungee.api,ChatColor,stripColor,6,2,1,198,0,,
BungeeCord1,net.md_5.bungee.api,ChatColor,translateAlternateColorCodes,10,3,2,214,0,,
BungeeCord1,net.md_5.bungee.api,ChatColor,getByChar,3,1,1,228,0,,
BungeeCord1,net.md_5.bungee.api,ChatColor,of,3,1,1,239,0,,
BungeeCord1,net.md_5.bungee.api,ChatColor,of,22,4,1,244,0,,
BungeeCord1,net.md_5.bungee.api,ChatColor,valueOf,6,1,1,276,0,,
BungeeCord1,net.md_5.bungee.api,ChatColor,values,3,1,0,294,0,,
BungeeCord1,net.md_5.bungee.api,ChatColor,name,3,1,0,306,0,,
BungeeCord1,net.md_5.bungee.api,ChatColor,ordinal,4,1,0,318,0,,
BungeeCord1,net.md_5.bungee.api.config,ConfigurationAdapter,load,0,1,0,13,0,,
BungeeCord1,net.md_5.bungee.api.config,ConfigurationAdapter,getInt,0,1,2,19,0,,
BungeeCord1,net.md_5.bungee.api.config,ConfigurationAdapter,getString,0,1,2,28,0,,
BungeeCord1,net.md_5.bungee.api.config,ConfigurationAdapter,getBoolean,0,1,2,37,0,,
BungeeCord1,net.md_5.bungee.api.config,ConfigurationAdapter,getList,0,1,2,46,0,,
BungeeCord1,net.md_5.bungee.api.config,ConfigurationAdapter,getServers,0,1,0,55,0,,
BungeeCord1,net.md_5.bungee.api.config,ConfigurationAdapter,getListeners,0,1,0,62,0,,
BungeeCord1,net.md_5.bungee.api.config,ConfigurationAdapter,getGroups,0,1,1,69,0,,
BungeeCord1,net.md_5.bungee.api.config,ConfigurationAdapter,getPermissions,0,1,1,77,0,,
BungeeCord1,net.md_5.bungee.api.config,ListenerInfo,ListenerInfo,3,1,12,76,0,,
BungeeCord1,net.md_5.bungee.api.config,ListenerInfo,getDefaultServer,3,1,0,82,0,,
BungeeCord1,net.md_5.bungee.api.config,ListenerInfo,getFallbackServer,3,1,0,94,0,net.md_5.bungee.api.config.ListenerInfo,net.md_5.bungee.api.config.ListenerInfo
BungeeCord1,net.md_5.bungee.api.config,ListenerInfo,getHost,3,1,0,107,0,,
BungeeCord1,net.md_5.bungee.api.config,ServerInfo,getName,0,1,0,17,0,,
BungeeCord1,net.md_5.bungee.api.config,ServerInfo,getAddress,0,1,0,24,0,,
BungeeCord1,net.md_5.bungee.api.config,ServerInfo,getSocketAddress,0,1,0,35,0,,
BungeeCord1,net.md_5.bungee.api.config,ServerInfo,getPlayers,0,1,0,43,0,,
BungeeCord1,net.md_5.bungee.api.config,ServerInfo,getMotd,0,1,0,50,0,,
BungeeCord1,net.md_5.bungee.api.config,ServerInfo,isRestricted,0,1,0,57,0,,
BungeeCord1,net.md_5.bungee.api.config,ServerInfo,getPermission,0,1,0,65,0,,
BungeeCord1,net.md_5.bungee.api.config,ServerInfo,canAccess,0,1,1,73,0,,
BungeeCord1,net.md_5.bungee.api.config,ServerInfo,sendData,0,1,2,82,0,,
BungeeCord1,net.md_5.bungee.api.config,ServerInfo,sendData,0,1,3,95,0,,
BungeeCord1,net.md_5.bungee.api.config,ServerInfo,ping,0,1,1,112,0,,
BungeeCord1,net.md_5.bungee.api.connection,Connection,getAddress,0,1,0,16,0,,
BungeeCord1,net.md_5.bungee.api.connection,Connection,getSocketAddress,0,1,0,25,0,,
BungeeCord1,net.md_5.bungee.api.connection,Connection,disconnect,0,1,1,32,0,,
BungeeCord1,net.md_5.bungee.api.connection,Connection,disconnect,0,1,1,43,0,,
BungeeCord1,net.md_5.bungee.api.connection,Connection,disconnect,0,1,1,53,0,,
BungeeCord1,net.md_5.bungee.api.connection,Connection,isConnected,0,1,0,63,0,,
BungeeCord1,net.md_5.bungee.api.connection,Connection,unsafe,0,1,0,71,0,,
BungeeCord1,net.md_5.bungee.api.connection,PendingConnection,getName,0,1,0,15,0,,
BungeeCord1,net.md_5.bungee.api.connection,PendingConnection,getVersion,0,1,0,22,0,,
BungeeCord1,net.md_5.bungee.api.connection,PendingConnection,getVirtualHost,0,1,0,29,0,,
BungeeCord1,net.md_5.bungee.api.connection,PendingConnection,getListener,0,1,0,36,0,,
BungeeCord1,net.md_5.bungee.api.connection,PendingConnection,getUUID,0,1,0,43,0,,
BungeeCord1,net.md_5.bungee.api.connection,PendingConnection,getUniqueId,0,1,0,52,0,,
BungeeCord1,net.md_5.bungee.api.connection,PendingConnection,setUniqueId,0,1,1,59,0,,
BungeeCord1,net.md_5.bungee.api.connection,PendingConnection,isOnlineMode,0,1,0,66,0,,
BungeeCord1,net.md_5.bungee.api.connection,PendingConnection,setOnlineMode,0,1,1,76,0,,
BungeeCord1,net.md_5.bungee.api.connection,PendingConnection,isLegacy,0,1,0,87,0,,
BungeeCord1,net.md_5.bungee.api.connection,PendingConnection,isTransferred,0,1,0,95,0,,
BungeeCord1,net.md_5.bungee.api.connection,PendingConnection,retrieveCookie,0,1,1,103,0,,
BungeeCord1,net.md_5.bungee.api.connection,ProxiedPlayer,getDisplayName,0,1,0,54,0,,
BungeeCord1,net.md_5.bungee.api.connection,ProxiedPlayer,setDisplayName,0,1,1,61,0,,
BungeeCord1,net.md_5.bungee.api.connection,ProxiedPlayer,sendMessage,0,1,2,68,0,,
BungeeCord1,net.md_5.bungee.api.connection,ProxiedPlayer,sendMessage,0,1,2,76,0,,
BungeeCord1,net.md_5.bungee.api.connection,ProxiedPlayer,sendMessage,0,1,2,84,0,,
BungeeCord1,net.md_5.bungee.api.connection,ProxiedPlayer,sendMessage,0,1,2,92,0,,
BungeeCord1,net.md_5.bungee.api.connection,ProxiedPlayer,connect,0,1,1,100,0,,
BungeeCord1,net.md_5.bungee.api.connection,ProxiedPlayer,connect,0,1,2,109,0,,
BungeeCord1,net.md_5.bungee.api.connection,ProxiedPlayer,connect,0,1,2,119,0,,
BungeeCord1,net.md_5.bungee.api.connection,ProxiedPlayer,connect,0,1,3,131,0,,
BungeeCord1,net.md_5.bungee.api.connection,ProxiedPlayer,connect,0,1,1,144,0,,
BungeeCord1,net.md_5.bungee.api.connection,ProxiedPlayer,getServer,0,1,0,153,0,,
BungeeCord1,net.md_5.bungee.api.connection,ProxiedPlayer,getPing,0,1,0,160,0,,
BungeeCord1,net.md_5.bungee.api.connection,ProxiedPlayer,sendData,0,1,2,167,0,,
BungeeCord1,net.md_5.bungee.api.connection,ProxiedPlayer,getPendingConnection,0,1,0,179,0,,
BungeeCord1,net.md_5.bungee.api.connection,ProxiedPlayer,chat,0,1,1,186,0,,
BungeeCord1,net.md_5.bungee.api.connection,ProxiedPlayer,getReconnectServer,0,1,0,193,0,,
BungeeCord1,net.md_5.bungee.api.connection,ProxiedPlayer,setReconnectServer,0,1,1,200,0,,
BungeeCord1,net.md_5.bungee.api.connection,ProxiedPlayer,getUUID,0,1,0,207,0,,
BungeeCord1,net.md_5.bungee.api.connection,ProxiedPlayer,getUniqueId,0,1,0,216,0,,
BungeeCord1,net.md_5.bungee.api.connection,ProxiedPlayer,getLocale,0,1,0,223,0,,
BungeeCord1,net.md_5.bungee.api.connection,ProxiedPlayer,getViewDistance,0,1,0,230,0,,
BungeeCord1,net.md_5.bungee.api.connection,ProxiedPlayer,getChatMode,0,1,0,237,0,,
BungeeCord1,net.md_5.bungee.api.connection,ProxiedPlayer,hasChatColors,0,1,0,244,0,,
BungeeCord1,net.md_5.bungee.api.connection,ProxiedPlayer,getSkinParts,0,1,0,251,0,,
BungeeCord1,net.md_5.bungee.api.connection,ProxiedPlayer,getMainHand,0,1,0,258,0,,
BungeeCord1,net.md_5.bungee.api.connection,ProxiedPlayer,setTabHeader,0,1,2,265,0,,
BungeeCord1,net.md_5.bungee.api.connection,ProxiedPlayer,setTabHeader,0,1,2,273,0,,
BungeeCord1,net.md_5.bungee.api.connection,ProxiedPlayer,resetTabHeader,0,1,0,281,0,,
BungeeCord1,net.md_5.bungee.api.connection,ProxiedPlayer,sendTitle,0,1,1,286,0,,
BungeeCord1,net.md_5.bungee.api.connection,ProxiedPlayer,isForgeUser,0,1,0,295,0,,
BungeeCord1,net.md_5.bungee.api.connection,ProxiedPlayer,getModList,0,1,0,310,0,,
BungeeCord1,net.md_5.bungee.api.connection,ProxiedPlayer,getScoreboard,0,1,0,335,0,,
BungeeCord1,net.md_5.bungee.api.connection,ProxiedPlayer,retrieveCookie,0,1,1,345,0,,
BungeeCord1,net.md_5.bungee.api.connection,ProxiedPlayer,storeCookie,0,1,2,359,0,,
BungeeCord1,net.md_5.bungee.api.connection,ProxiedPlayer,transfer,0,1,2,371,0,,
BungeeCord1,net.md_5.bungee.api.connection,Server,getInfo,0,1,0,11,0,,
BungeeCord1,net.md_5.bungee.api.connection,Server,sendData,0,1,2,18,0,,
BungeeCord1,net.md_5.bungee.api.event,AsyncEvent,postCall,6,2,0,34,0,,
BungeeCord1,net.md_5.bungee.api.event,AsyncEvent,registerIntent,11,2,1,45,0,,
BungeeCord1,net.md_5.bungee.api.event,AsyncEvent,completeIntent,13,3,1,69,0,,
BungeeCord1,net.md_5.bungee.api.event,ChatEvent,ChatEvent,4,1,3,30,0,,
BungeeCord1,net.md_5.bungee.api.event,ChatEvent,isCommand,3,1,0,36,0,,
BungeeCord1,net.md_5.bungee.api.event,ChatEvent,isProxyCommand,9,2,0,46,0,net.md_5.bungee.api.plugin.PluginManager,net.md_5.bungee.api.plugin.PluginManager; net.md_5.bungee.api.event.ChatEvent; net.md_5.bungee.api.ProxyServer
BungeeCord1,net.md_5.bungee.api.event,LoginEvent,LoginEvent,4,1,2,34,0,,
BungeeCord1,net.md_5.bungee.api.event,LoginEvent,getCancelReason,3,1,0,40,0,,
BungeeCord1,net.md_5.bungee.api.event,LoginEvent,setCancelReason,3,1,1,50,0,net.md_5.bungee.api.chat.TextComponent,net.md_5.bungee.api.chat.TextComponent
BungeeCord1,net.md_5.bungee.api.event,LoginEvent,getCancelReasonComponents,3,1,0,60,0,,
BungeeCord1,net.md_5.bungee.api.event,LoginEvent,setCancelReason,3,1,1,73,0,,
BungeeCord1,net.md_5.bungee.api.event,PermissionCheckEvent,hasPermission,3,1,0,36,0,,
BungeeCord1,net.md_5.bungee.api.event,PlayerHandshakeEvent,PlayerHandshakeEvent,4,1,2,29,0,,
BungeeCord1,net.md_5.bungee.api.event,PluginMessageEvent,PluginMessageEvent,5,1,4,31,0,,
BungeeCord1,net.md_5.bungee.api.event,PostLoginEvent,PostLoginEvent,5,1,3,29,0,,
BungeeCord1,net.md_5.bungee.api.event,PreLoginEvent,PreLoginEvent,4,1,2,39,0,,
BungeeCord1,net.md_5.bungee.api.event,PreLoginEvent,getCancelReason,3,1,0,45,0,,
BungeeCord1,net.md_5.bungee.api.event,PreLoginEvent,setCancelReason,3,1,1,55,0,net.md_5.bungee.api.chat.TextComponent,net.md_5.bungee.api.chat.TextComponent
BungeeCord1,net.md_5.bungee.api.event,PreLoginEvent,getCancelReasonComponents,3,1,0,65,0,,
BungeeCord1,net.md_5.bungee.api.event,PreLoginEvent,setCancelReason,3,1,1,78,0,,
BungeeCord1,net.md_5.bungee.api.event,ProxyPingEvent,ProxyPingEvent,5,1,3,28,0,,
BungeeCord1,net.md_5.bungee.api.event,ServerConnectEvent,ServerConnectEvent,3,1,2,47,0,,
BungeeCord1,net.md_5.bungee.api.event,ServerConnectEvent,ServerConnectEvent,3,1,3,53,0,,
BungeeCord1,net.md_5.bungee.api.event,ServerConnectEvent,ServerConnectEvent,6,1,4,59,0,,
BungeeCord1,net.md_5.bungee.api.event,ServerKickEvent,ServerKickEvent,3,1,3,54,0,,
BungeeCord1,net.md_5.bungee.api.event,ServerKickEvent,ServerKickEvent,3,1,4,60,0,net.md_5.bungee.api.connection.ProxiedPlayer,net.md_5.bungee.api.connection.ProxiedPlayer; net.md_5.bungee.api.connection.Server
BungeeCord1,net.md_5.bungee.api.event,ServerKickEvent,ServerKickEvent,3,1,5,66,0,,
BungeeCord1,net.md_5.bungee.api.event,ServerKickEvent,ServerKickEvent,7,1,5,72,0,,
BungeeCord1,net.md_5.bungee.api.event,ServerKickEvent,getKickReason,3,1,0,81,0,,
BungeeCord1,net.md_5.bungee.api.event,ServerKickEvent,setKickReason,3,1,1,91,0,net.md_5.bungee.api.chat.TextComponent,net.md_5.bungee.api.chat.TextComponent
BungeeCord1,net.md_5.bungee.api.event,ServerKickEvent,getKickReasonComponent,3,1,0,101,0,,
BungeeCord1,net.md_5.bungee.api.event,ServerKickEvent,setKickReasonComponent,3,1,1,114,0,,
BungeeCord1,net.md_5.bungee.api.event,TabCompleteEvent,TabCompleteEvent,5,1,4,33,0,,
BungeeCord1,net.md_5.bungee.api.event,TabCompleteResponseEvent,TabCompleteResponseEvent,4,1,3,33,0,,
BungeeCord1,net.md_5.bungee.api.plugin,Cancellable,isCancelled,0,1,0,10,0,,
BungeeCord1,net.md_5.bungee.api.plugin,Cancellable,setCancelled,0,1,1,17,0,,
BungeeCord1,net.md_5.bungee.api.plugin,Command,Command,3,1,1,24,0,,
BungeeCord1,net.md_5.bungee.api.plugin,Command,Command,7,1,3,34,0,,
BungeeCord1,net.md_5.bungee.api.plugin,Command,execute,0,1,2,51,0,,
BungeeCord1,net.md_5.bungee.api.plugin,Command,hasPermission,3,1,1,59,0,net.md_5.bungee.api.CommandSender,net.md_5.bungee.api.CommandSender
BungeeCord1,net.md_5.bungee.api.plugin,Event,postCall,2,1,0,9,0,,
BungeeCord1,net.md_5.bungee.api.plugin,LibraryLoader,LibraryLoader,19,1,1,43,0,,
BungeeCord1,net.md_5.bungee.api.plugin,LibraryLoader,transferStarted,3,1,1,58,0,,
BungeeCord1,net.md_5.bungee.api.plugin,LibraryLoader,createLoader,34,4,1,74,0,,
BungeeCord1,net.md_5.bungee.api.plugin,Plugin,Plugin,5,1,0,31,0,net.md_5.bungee.api.plugin.PluginClassloader,net.md_5.bungee.api.plugin.PluginClassloader
BungeeCord1,net.md_5.bungee.api.plugin,Plugin,Plugin,4,1,2,39,0,,
BungeeCord1,net.md_5.bungee.api.plugin,Plugin,onLoad,2,1,0,47,0,,
BungeeCord1,net.md_5.bungee.api.plugin,Plugin,onEnable,2,1,0,56,0,,
BungeeCord1,net.md_5.bungee.api.plugin,Plugin,onDisable,2,1,0,63,0,,
BungeeCord1,net.md_5.bungee.api.plugin,Plugin,getDataFolder,3,1,0,70,0,,
BungeeCord1,net.md_5.bungee.api.plugin,Plugin,getResourceAsStream,3,1,1,81,0,,
BungeeCord1,net.md_5.bungee.api.plugin,Plugin,init,6,1,2,94,0,,
BungeeCord1,net.md_5.bungee.api.plugin,Plugin,getExecutorService,7,2,0,111,0,,
BungeeCord1,net.md_5.bungee.api.plugin,PluginClassloader,PluginClassloader,10,1,4,40,0,,
BungeeCord1,net.md_5.bungee.api.plugin,PluginClassloader,loadClass,3,1,2,56,0,net.md_5.bungee.api.plugin.PluginClassloader,net.md_5.bungee.api.plugin.PluginClassloader
BungeeCord1,net.md_5.bungee.api.plugin,PluginClassloader,loadClass0,29,6,4,62,0,net.md_5.bungee.api.plugin.PluginManager,net.md_5.bungee.api.plugin.PluginManager; net.md_5.bungee.api.ProxyServer; net.md_5.bungee.api.plugin.PluginClassloader
BungeeCord1,net.md_5.bungee.api.plugin,PluginClassloader,findClass,36,6,1,106,0,,
BungeeCord1,net.md_5.bungee.api.plugin,PluginClassloader,close,8,1,0,158,0,,
BungeeCord1,net.md_5.bungee.api.plugin,PluginClassloader,init,9,2,1,170,0,net.md_5.bungee.api.plugin.Plugin,net.md_5.bungee.api.plugin.Plugin
BungeeCord1,net.md_5.bungee.api.plugin,PluginLogger,PluginLogger,5,1,1,11,0,net.md_5.bungee.api.ProxyServer,net.md_5.bungee.api.ProxyServer
BungeeCord1,net.md_5.bungee.api.plugin,PluginLogger,log,4,1,1,18,0,,
BungeeCord1,net.md_5.bungee.api.plugin,PluginManager,PluginManager,17,1,1,62,0,net.md_5.bungee.api.ProxyServer,net.md_5.bungee.api.ProxyServer
BungeeCord1,net.md_5.bungee.api.plugin,PluginManager,registerCommand,7,2,2,88,0,,
BungeeCord1,net.md_5.bungee.api.plugin,PluginManager,unregisterCommand,4,2,1,104,0,,
